year,month,match_name,league_name,club_name,coach,country_name,manager,owner,apperances,wins,losts,drawn,networth
2011,June,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,0,6,756734
2011,July,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,3,0,756734
2011,August,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,3,3,756734
2011,September,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,8,0,0,756734
2011,October,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,3,2,756734
2011,November,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,3,756734
2011,December,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,5,2,756734
2012,January,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,1,2,457463
2012,February,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,2,2,457463
2012,March,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,0,1,457463
2012,April,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,0,1,457463
2012,May,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,8,0,0,457463
2012,June,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,0,3,457463
2012,July,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,3,0,457463
2012,August,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,3,2,457463
2012,September,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,0,3,5,457463
2012,October,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,4,457463
2012,November,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,4,457463
2012,December,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,1,0,457463
2010,January,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,7,1,0,745653
2010,February,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,1,3,745653
2010,March,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,7,0,1,745653
2010,April,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,1,3,745653
2010,May,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,1,3,745653
2010,June,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,745653
2010,July,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,3,2,745653
2010,August,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,4,1,745653
2010,September,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,7,1,0,745653
2010,October,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,4,2,745653
2010,November,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,1,1,745653
2010,December,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,0,5,745653
2011,January,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,3,2,456346
2011,February,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,0,2,456346
2011,March,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,3,1,456346
2011,April,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,4,2,456346
2011,May,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,0,5,456346
2011,June,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,456346
2011,July,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,0,5,456346
2011,August,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,2,1,456346
2011,September,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,0,3,5,456346
2011,October,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,2,0,456346
2011,November,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,0,3,456346
2011,December,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,3,3,456346
2012,January,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,3,3,457457
2012,February,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,0,2,457457
2012,March,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,2,1,457457
2012,April,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,4,0,457457
2012,May,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,2,1,457457
2012,June,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,457457
2012,July,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,3,2,457457
2012,August,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,0,5,3,457457
2012,September,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,457457
2012,October,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,8,0,0,457457
2012,November,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,4,3,457457
2012,December,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,0,3,457457
2010,January,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,5,1,876654
2010,February,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,2,3,876654
2010,March,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,0,7,1,876654
2010,April,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,0,8,0,876654
2010,May,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,0,1,876654
2010,June,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,0,5,876654
2010,July,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,2,5,876654
2010,August,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,1,3,876654
2010,September,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,4,3,876654
2010,October,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,3,1,876654
2010,November,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,1,0,876654
2010,December,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,3,4,876654
2011,January,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,4,3,634623
2011,February,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,0,1,634623
2011,March,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,5,1,2,634623
2011,April,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,1,5,634623
2011,May,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,0,1,634623
2011,June,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,6,1,1,634623
2011,July,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,3,4,634623
2011,August,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,4,1,634623
2011,September,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,634623
2011,October,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,0,5,3,634623
2011,November,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,634623
2011,December,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,3,2,634623
2012,January,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,3,2,797685
2012,February,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,5,2,797685
2012,March,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,6,1,797685
2012,April,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,6,2,0,797685
2012,May,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,2,2,797685
2012,June,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,797685
2012,July,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,1,5,797685
2012,August,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,6,1,797685
2012,September,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,797685
2012,October,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,6,0,2,797685
2012,November,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,3,1,797685
2012,December,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,4,0,797685
2010,January,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,2,0,865745
2010,February,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,2,2,865745
2010,March,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,5,0,865745
2010,April,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,865745
2010,May,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,865745
2010,June,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,1,2,865745
2010,July,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,0,4,4,865745
2010,August,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,1,6,1,865745
2010,September,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,1,1,865745
2010,October,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,865745
2010,November,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,3,1,865745
2010,December,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,2,0,865745
2011,January,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,1,1,564563
2011,February,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,1,0,564563
2011,March,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,2,1,564563
2011,April,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,1,1,564563
2011,May,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,2,1,564563
2011,June,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,4,1,564563
2011,July,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,0,1,564563
2011,August,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,1,0,564563
2011,September,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,564563
2011,October,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,564563
2011,November,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,4,2,564563
2011,December,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,3,0,564563
2012,January,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,875675
2012,February,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,5,0,875675
2012,March,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,875675
2012,April,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,1,0,875675
2012,May,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,0,2,6,875675
2012,June,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,0,1,875675
2012,July,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,4,2,875675
2012,August,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,875675
2012,September,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,3,1,875675
2012,October,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,3,1,875675
2012,November,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,4,0,875675
2012,December,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,875675
2010,January,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,3,0,745635
2010,February,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,1,2,745635
2010,March,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,2,0,745635
2010,April,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,2,4,2,745635
2010,May,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,2,3,745635
2010,June,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,1,3,745635
2010,July,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,3,0,745635
2010,August,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,745635
2010,September,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,1,0,745635
2010,October,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,745635
2010,November,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,745635
2010,December,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,2,1,745635
2011,January,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,785674
2011,February,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,1,3,785674
2011,March,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,1,0,785674
2011,April,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,785674
2011,May,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,1,1,785674
2011,June,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,2,0,785674
2011,July,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,1,3,4,785674
2011,August,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,1,3,4,785674
2011,September,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,785674
2011,October,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,8,0,0,785674
2011,November,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,2,1,785674
2011,December,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,785674
2012,January,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,0,3,5,573535
2012,February,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,2,2,573535
2012,March,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,2,3,3,573535
2012,April,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,1,1,6,573535
2012,May,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,2,1,573535
2012,June,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,2,3,3,573535
2012,July,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,573535
2012,August,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,1,1,573535
2012,September,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,573535
2012,October,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,1,3,573535
2012,November,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,573535
2012,December,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,0,3,5,573535
2010,January,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,568647
2010,February,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,568647
2010,March,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,568647
2010,April,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,6,2,568647
2010,May,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,6,1,1,568647
2010,June,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,5,2,3,568647
2010,July,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,6,1,568647
2010,August,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,4,4,0,568647
2010,September,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,8,0,568647
2010,October,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,3,3,568647
2010,November,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,5,2,568647
2010,December,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,8,0,0,568647
2011,January,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,657677
2011,February,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,6,2,0,657677
2011,March,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,5,0,3,657677
2011,April,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,3,4,657677
2011,May,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,657677
2011,June,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,7,0,1,657677
2011,July,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,4,1,657677
2011,August,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,4,4,657677
2011,September,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,3,4,657677
2011,October,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,0,7,657677
2011,November,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,657677
2011,December,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,5,2,1,657677
2012,January,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,2,4,764576
2012,February,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,6,1,1,764576
2012,March,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,4,1,3,764576
2012,April,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,4,4,0,764576
2012,May,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,5,1,764576
2012,June,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,8,0,764576
2012,July,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,2,2,764576
2012,August,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,8,0,764576
2012,September,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,2,4,764576
2012,October,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,7,0,1,764576
2012,November,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,764576
2012,December,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,764576
2010,January,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,634633
2010,February,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,0,1,634633
2010,March,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,634633
2010,April,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,1,2,5,634633
2010,May,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,0,5,3,634633
2010,June,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,8,0,0,634633
2010,July,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,3,3,2,634633
2010,August,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,3,1,634633
2010,September,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,0,1,634633
2010,October,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,0,7,1,634633
2010,November,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,5,1,634633
2010,December,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,1,5,2,634633
2011,January,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,3,1,674576
2011,February,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,3,3,2,674576
2011,March,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,8,0,0,674576
2011,April,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,3,3,674576
2011,May,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,1,0,674576
2011,June,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,3,3,674576
2011,July,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,1,1,674576
2011,August,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,2,4,674576
2011,September,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,0,2,674576
2011,October,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,3,1,674576
2011,November,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,2,2,674576
2011,December,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,3,3,674576
2012,January,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,1,3,4,568657
2012,February,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,1,0,568657
2012,March,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,568657
2012,April,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,2,2,568657
2012,May,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,1,1,568657
2012,June,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,1,1,568657
2012,July,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,2,0,568657
2012,August,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,568657
2012,September,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,3,2,3,568657
2012,October,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,0,1,568657
2012,November,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,5,3,0,568657
2012,December,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,2,0,568657
2010,January,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,1,1,634623
2010,February,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,634623
2010,March,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,5,2,634623
2010,April,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,5,1,634623
2010,May,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,5,2,634623
2010,June,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,2,3,634623
2010,July,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,1,3,634623
2010,August,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,1,0,634623
2010,September,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,5,2,634623
2010,October,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,0,1,634623
2010,November,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,3,3,634623
2010,December,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,1,3,634623
2011,January,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,0,1,745635
2011,February,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,3,3,745635
2011,March,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,2,3,745635
2011,April,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,5,3,0,745635
2011,May,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,0,3,5,745635
2011,June,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,8,0,0,745635
